PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 8GB
space: 1.37653 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,15179040,0,0,PrediCache,16,10000000,rndread,64,0,0
1,16007040,0,0,PrediCache,16,10000000,rndread,64,0,0
2,16171305,0,0,PrediCache,16,10000000,rndread,64,0,0
3,16306169,0,0,PrediCache,16,10000000,rndread,64,0,0
4,16532849,0,0,PrediCache,16,10000000,rndread,64,0,0
5,16506086,0,0,PrediCache,16,10000000,rndread,64,0,0
6,16504834,0,0,PrediCache,16,10000000,rndread,64,0,0
7,16523207,0,0,PrediCache,16,10000000,rndread,64,0,0
8,16526376,0,0,PrediCache,16,10000000,rndread,64,0,0
9,16504949,0,0,PrediCache,16,10000000,rndread,64,0,0
10,16441602,0,0,PrediCache,16,10000000,rndread,64,0,0
11,16443136,0,0,PrediCache,16,10000000,rndread,64,0,0
12,16507821,0,0,PrediCache,16,10000000,rndread,64,0,0
13,16569795,0,0,PrediCache,16,10000000,rndread,64,0,0
14,16677638,0,0,PrediCache,16,10000000,rndread,64,0,0
15,16583130,0,0,PrediCache,16,10000000,rndread,64,0,0
16,16785521,0,0,PrediCache,16,10000000,rndread,64,0,0
17,16722190,0,0,PrediCache,16,10000000,rndread,64,0,0
18,16768715,0,0,PrediCache,16,10000000,rndread,64,0,0
19,16593419,0,0,PrediCache,16,10000000,rndread,64,0,0
20,16214580,0,0,PrediCache,16,10000000,rndread,64,0,0
21,16787142,0,0,PrediCache,16,10000000,rndread,64,0,0
22,16657072,0,0,PrediCache,16,10000000,rndread,64,0,0
23,16755229,0,0,PrediCache,16,10000000,rndread,64,0,0
24,16637615,0,0,PrediCache,16,10000000,rndread,64,0,0
space: 1.37653 GB 
