cbp_class,log_chance
0,6
1,5
2,10
3,9
4,7
5,9
6,10
7,12
8,5
9,12
10,12
11,14
12,10
13,10
14,11
15,13
16,12
17,10
18,12
19,12
20,8
21,10
22,5
23,8
24,6
25,11
26,7
27,7
28,12
29,12
30,8
31,6
32,11
33,8
34,12
35,7
36,9
37,7
38,13
39,14
40,11
41,14
42,11
43,11
44,4
45,6
46,7
47,5
48,10
49,13
50,13
51,14
52,11
53,7
54,14
55,11
56,14
57,11
58,13
59,12
60,4
61,14
62,12
63,13
