cbp_class,log_chance
0,11
1,9
2,3
3,8
4,11
5,9
6,13
7,8
8,5
9,13
10,7
11,6
12,5
13,13
14,8
15,6
16,6
17,11
18,9
19,9
20,12
21,8
22,6
23,11
24,6
25,7
26,4
27,7
28,12
29,9
30,5
31,11
32,10
33,9
34,9
35,7
36,7
37,9
38,10
39,11
40,11
41,6
42,7
43,3
44,13
45,6
46,7
47,10
48,12
49,9
50,13
51,13
52,9
53,14
54,11
55,7
56,5
57,8
58,5
59,8
60,8
61,6
62,7
63,12
