cbp_class,log_chance
0,4
1,14
2,7
3,8
4,6
5,10
6,3
7,5
8,12
9,13
10,6
11,4
12,7
13,13
14,12
15,2
16,14
17,7
18,3
19,14
20,5
21,7
22,5
23,10
24,11
25,10
26,12
27,9
28,5
29,9
30,10
31,13
32,7
33,14
34,5
35,6
36,12
37,5
38,8
39,11
40,12
41,13
42,7
43,14
44,13
45,11
46,4
47,13
48,9
49,10
50,8
51,11
52,12
53,6
54,8
55,5
56,10
57,14
58,14
59,6
60,6
61,5
62,5
63,13
