PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 8GB
space: 2.7377 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,24399978,0,0,PrediCache,16,10000000,ycsb,64,0,0
1,25837056,0,0,PrediCache,16,10000000,ycsb,64,0,0
2,25719440,0,0,PrediCache,16,10000000,ycsb,64,0,0
3,25938352,0,0,PrediCache,16,10000000,ycsb,64,0,0
4,25791064,0,0,PrediCache,16,10000000,ycsb,64,0,0
5,25757593,0,0,PrediCache,16,10000000,ycsb,64,0,0
6,25680274,0,0,PrediCache,16,10000000,ycsb,64,0,0
7,25925519,0,0,PrediCache,16,10000000,ycsb,64,0,0
8,25552981,0,0,PrediCache,16,10000000,ycsb,64,0,0
9,24924082,0,0,PrediCache,16,10000000,ycsb,64,0,0
10,24517446,0,0,PrediCache,16,10000000,ycsb,64,0,0
11,25496156,0,0,PrediCache,16,10000000,ycsb,64,0,0
12,26059283,0,0,PrediCache,16,10000000,ycsb,64,0,0
13,25676600,0,0,PrediCache,16,10000000,ycsb,64,0,0
14,23599435,0,0,PrediCache,16,10000000,ycsb,64,0,0
15,22712518,0,0,PrediCache,16,10000000,ycsb,64,0,0
16,25226570,0,0,PrediCache,16,10000000,ycsb,64,0,0
17,25937675,0,0,PrediCache,16,10000000,ycsb,64,0,0
18,26291523,0,0,PrediCache,16,10000000,ycsb,64,0,0
19,25731995,0,0,PrediCache,16,10000000,ycsb,64,0,0
20,26210847,0,0,PrediCache,16,10000000,ycsb,64,0,0
21,27142020,0,0,PrediCache,16,10000000,ycsb,64,0,0
22,26940246,0,0,PrediCache,16,10000000,ycsb,64,0,0
23,26698183,0,0,PrediCache,16,10000000,ycsb,64,0,0
24,26407798,0,0,PrediCache,16,10000000,ycsb,64,0,0
space: 2.7377 GB 
