PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.847218 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,685655,0,0,PrediCache,16,8,tpcc,64,0,0
1,716475,0,0,PrediCache,16,8,tpcc,64,0,0
2,707417,0,0,PrediCache,16,8,tpcc,64,0,0
3,712608,0,0,PrediCache,16,8,tpcc,64,0,0
4,706368,0,0,PrediCache,16,8,tpcc,64,0,0
5,706207,0,0,PrediCache,16,8,tpcc,64,0,0
6,571676,0,0,PrediCache,16,8,tpcc,64,0,0
7,564559,0,0,PrediCache,16,8,tpcc,64,0,0
8,562491,0,0,PrediCache,16,8,tpcc,64,0,0
9,551698,0,0,PrediCache,16,8,tpcc,64,0,0
10,547391,0,0,PrediCache,16,8,tpcc,64,0,0
11,549321,0,0,PrediCache,16,8,tpcc,64,0,0
12,525909,0,0,PrediCache,16,8,tpcc,64,0,0
13,567637,0,0,PrediCache,16,8,tpcc,64,0,0
14,607088,0,0,PrediCache,16,8,tpcc,64,0,0
15,651464,0,0,PrediCache,16,8,tpcc,64,0,0
16,678273,0,0,PrediCache,16,8,tpcc,64,0,0
17,673236,0,0,PrediCache,16,8,tpcc,64,0,0
18,656987,0,0,PrediCache,16,8,tpcc,64,0,0
19,667725,0,0,PrediCache,16,8,tpcc,64,0,0
20,667427,0,0,PrediCache,16,8,tpcc,64,0,0
21,649674,0,0,PrediCache,16,8,tpcc,64,0,0
22,646483,0,0,PrediCache,16,8,tpcc,64,0,0
23,656090,0,0,PrediCache,16,8,tpcc,64,0,0
24,654457,0,0,PrediCache,16,8,tpcc,64,0,0
25,655811,0,0,PrediCache,16,8,tpcc,64,0,0
26,656176,0,0,PrediCache,16,8,tpcc,64,0,0
27,645685,0,0,PrediCache,16,8,tpcc,64,0,0
28,645672,0,0,PrediCache,16,8,tpcc,64,0,0
29,626486,0,0,PrediCache,16,8,tpcc,64,0,0
space: 10.6102 GB 
