PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.847054 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,687517,0,0,PrediCache,16,8,tpcc,64,0,0
1,661588,0,0,PrediCache,16,8,tpcc,64,0,0
2,575467,0,0,PrediCache,16,8,tpcc,64,0,0
3,569681,0,0,PrediCache,16,8,tpcc,64,0,0
4,567462,0,0,PrediCache,16,8,tpcc,64,0,0
5,564224,0,0,PrediCache,16,8,tpcc,64,0,0
6,554593,0,0,PrediCache,16,8,tpcc,64,0,0
7,696873,0,0,PrediCache,16,8,tpcc,64,0,0
8,691803,0,0,PrediCache,16,8,tpcc,64,0,0
9,693083,0,0,PrediCache,16,8,tpcc,64,0,0
10,688508,0,0,PrediCache,16,8,tpcc,64,0,0
11,686923,0,0,PrediCache,16,8,tpcc,64,0,0
12,671481,0,0,PrediCache,16,8,tpcc,64,0,0
13,670223,0,0,PrediCache,16,8,tpcc,64,0,0
14,669812,0,0,PrediCache,16,8,tpcc,64,0,0
15,642690,0,0,PrediCache,16,8,tpcc,64,0,0
16,656410,0,0,PrediCache,16,8,tpcc,64,0,0
17,658511,0,0,PrediCache,16,8,tpcc,64,0,0
18,662799,0,0,PrediCache,16,8,tpcc,64,0,0
19,653639,0,0,PrediCache,16,8,tpcc,64,0,0
20,658946,0,0,PrediCache,16,8,tpcc,64,0,0
21,584171,0,0,PrediCache,16,8,tpcc,64,0,0
22,599330,0,0,PrediCache,16,8,tpcc,64,0,0
23,647064,0,0,PrediCache,16,8,tpcc,64,0,0
24,627616,0,0,PrediCache,16,8,tpcc,64,0,0
25,633858,0,0,PrediCache,16,8,tpcc,64,0,0
26,637140,0,0,PrediCache,16,8,tpcc,64,0,0
27,641353,0,0,PrediCache,16,8,tpcc,64,0,0
28,630108,0,0,PrediCache,16,8,tpcc,64,0,0
29,638898,0,0,PrediCache,16,8,tpcc,64,0,0
space: 10.6608 GB 
