PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.846786 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,619365,0,0,PrediCache,16,8,tpcc,64,0,0
1,652501,0,0,PrediCache,16,8,tpcc,64,0,0
2,536486,0,0,PrediCache,16,8,tpcc,64,0,0
3,633563,0,0,PrediCache,16,8,tpcc,64,0,0
4,665031,0,0,PrediCache,16,8,tpcc,64,0,0
5,618558,0,0,PrediCache,16,8,tpcc,64,0,0
6,656806,0,0,PrediCache,16,8,tpcc,64,0,0
7,658024,0,0,PrediCache,16,8,tpcc,64,0,0
8,674802,0,0,PrediCache,16,8,tpcc,64,0,0
9,648512,0,0,PrediCache,16,8,tpcc,64,0,0
10,701930,0,0,PrediCache,16,8,tpcc,64,0,0
11,698644,0,0,PrediCache,16,8,tpcc,64,0,0
12,691266,0,0,PrediCache,16,8,tpcc,64,0,0
13,683319,0,0,PrediCache,16,8,tpcc,64,0,0
14,675006,0,0,PrediCache,16,8,tpcc,64,0,0
15,650779,0,0,PrediCache,16,8,tpcc,64,0,0
16,670242,0,0,PrediCache,16,8,tpcc,64,0,0
17,671916,0,0,PrediCache,16,8,tpcc,64,0,0
18,679464,0,0,PrediCache,16,8,tpcc,64,0,0
19,678280,0,0,PrediCache,16,8,tpcc,64,0,0
20,666447,0,0,PrediCache,16,8,tpcc,64,0,0
21,660570,0,0,PrediCache,16,8,tpcc,64,0,0
22,660727,0,0,PrediCache,16,8,tpcc,64,0,0
23,657047,0,0,PrediCache,16,8,tpcc,64,0,0
24,652716,0,0,PrediCache,16,8,tpcc,64,0,0
space: 9.33248 GB 
