PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.846699 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,677000,0,0,PrediCache,16,8,tpcc,64,0,0
1,696579,0,0,PrediCache,16,8,tpcc,64,0,0
2,692523,0,0,PrediCache,16,8,tpcc,64,0,0
3,695640,0,0,PrediCache,16,8,tpcc,64,0,0
4,694887,0,0,PrediCache,16,8,tpcc,64,0,0
5,689137,0,0,PrediCache,16,8,tpcc,64,0,0
6,689663,0,0,PrediCache,16,8,tpcc,64,0,0
7,663317,0,0,PrediCache,16,8,tpcc,64,0,0
8,668303,0,0,PrediCache,16,8,tpcc,64,0,0
9,680067,0,0,PrediCache,16,8,tpcc,64,0,0
10,678632,0,0,PrediCache,16,8,tpcc,64,0,0
11,681382,0,0,PrediCache,16,8,tpcc,64,0,0
12,672006,0,0,PrediCache,16,8,tpcc,64,0,0
13,674664,0,0,PrediCache,16,8,tpcc,64,0,0
14,641596,0,0,PrediCache,16,8,tpcc,64,0,0
15,664451,0,0,PrediCache,16,8,tpcc,64,0,0
16,591152,0,0,PrediCache,16,8,tpcc,64,0,0
17,544825,0,0,PrediCache,16,8,tpcc,64,0,0
18,558549,0,0,PrediCache,16,8,tpcc,64,0,0
19,578009,0,0,PrediCache,16,8,tpcc,64,0,0
20,582214,0,0,PrediCache,16,8,tpcc,64,0,0
21,611031,0,0,PrediCache,16,8,tpcc,64,0,0
22,643764,0,0,PrediCache,16,8,tpcc,64,0,0
23,642742,0,0,PrediCache,16,8,tpcc,64,0,0
24,645232,0,0,PrediCache,16,8,tpcc,64,0,0
25,643204,0,0,PrediCache,16,8,tpcc,64,0,0
26,642402,0,0,PrediCache,16,8,tpcc,64,0,0
27,641602,0,0,PrediCache,16,8,tpcc,64,0,0
28,617310,0,0,PrediCache,16,8,tpcc,64,0,0
29,638465,0,0,PrediCache,16,8,tpcc,64,0,0
space: 10.7773 GB 
