PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.847065 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,686838,0,0,PrediCache,16,8,tpcc,64,0,0
1,718469,0,0,PrediCache,16,8,tpcc,64,0,0
2,719987,0,0,PrediCache,16,8,tpcc,64,0,0
3,721064,0,0,PrediCache,16,8,tpcc,64,0,0
4,722101,0,0,PrediCache,16,8,tpcc,64,0,0
5,713772,0,0,PrediCache,16,8,tpcc,64,0,0
6,702210,0,0,PrediCache,16,8,tpcc,64,0,0
7,707415,0,0,PrediCache,16,8,tpcc,64,0,0
8,705252,0,0,PrediCache,16,8,tpcc,64,0,0
9,707514,0,0,PrediCache,16,8,tpcc,64,0,0
10,695920,0,0,PrediCache,16,8,tpcc,64,0,0
11,635145,0,0,PrediCache,16,8,tpcc,64,0,0
12,588640,0,0,PrediCache,16,8,tpcc,64,0,0
13,613535,0,0,PrediCache,16,8,tpcc,64,0,0
14,649912,0,0,PrediCache,16,8,tpcc,64,0,0
15,656238,0,0,PrediCache,16,8,tpcc,64,0,0
16,671413,0,0,PrediCache,16,8,tpcc,64,0,0
17,671773,0,0,PrediCache,16,8,tpcc,64,0,0
18,672409,0,0,PrediCache,16,8,tpcc,64,0,0
19,669301,0,0,PrediCache,16,8,tpcc,64,0,0
20,667931,0,0,PrediCache,16,8,tpcc,64,0,0
21,661194,0,0,PrediCache,16,8,tpcc,64,0,0
22,665543,0,0,PrediCache,16,8,tpcc,64,0,0
23,661831,0,0,PrediCache,16,8,tpcc,64,0,0
24,662146,0,0,PrediCache,16,8,tpcc,64,0,0
25,656980,0,0,PrediCache,16,8,tpcc,64,0,0
26,634328,0,0,PrediCache,16,8,tpcc,64,0,0
27,554273,0,0,PrediCache,16,8,tpcc,64,0,0
28,557031,0,0,PrediCache,16,8,tpcc,64,0,0
29,578575,0,0,PrediCache,16,8,tpcc,64,0,0
space: 11.0163 GB 
