PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.846985 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,682758,0,0,PrediCache,16,8,tpcc,64,0,0
1,719252,0,0,PrediCache,16,8,tpcc,64,0,0
2,707285,0,0,PrediCache,16,8,tpcc,64,0,0
3,705697,0,0,PrediCache,16,8,tpcc,64,0,0
4,705910,0,0,PrediCache,16,8,tpcc,64,0,0
5,701178,0,0,PrediCache,16,8,tpcc,64,0,0
6,700749,0,0,PrediCache,16,8,tpcc,64,0,0
7,705576,0,0,PrediCache,16,8,tpcc,64,0,0
8,628909,0,0,PrediCache,16,8,tpcc,64,0,0
9,589746,0,0,PrediCache,16,8,tpcc,64,0,0
10,657310,0,0,PrediCache,16,8,tpcc,64,0,0
11,678739,0,0,PrediCache,16,8,tpcc,64,0,0
12,649439,0,0,PrediCache,16,8,tpcc,64,0,0
13,649224,0,0,PrediCache,16,8,tpcc,64,0,0
14,650708,0,0,PrediCache,16,8,tpcc,64,0,0
15,633307,0,0,PrediCache,16,8,tpcc,64,0,0
16,634558,0,0,PrediCache,16,8,tpcc,64,0,0
17,653234,0,0,PrediCache,16,8,tpcc,64,0,0
18,604957,0,0,PrediCache,16,8,tpcc,64,0,0
19,552120,0,0,PrediCache,16,8,tpcc,64,0,0
20,581286,0,0,PrediCache,16,8,tpcc,64,0,0
21,664109,0,0,PrediCache,16,8,tpcc,64,0,0
22,660618,0,0,PrediCache,16,8,tpcc,64,0,0
23,642108,0,0,PrediCache,16,8,tpcc,64,0,0
24,647143,0,0,PrediCache,16,8,tpcc,64,0,0
25,651559,0,0,PrediCache,16,8,tpcc,64,0,0
26,647323,0,0,PrediCache,16,8,tpcc,64,0,0
27,643289,0,0,PrediCache,16,8,tpcc,64,0,0
28,637916,0,0,PrediCache,16,8,tpcc,64,0,0
29,632727,0,0,PrediCache,16,8,tpcc,64,0,0
space: 10.8625 GB 
