PrediCache blk:/lustre/s_zun212/TPC-C/predi_test.bm buffer-pool-size: 16GB
space: 0.846325 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,writeCount,readCount
0,672416,0,0,PrediCache,16,8,tpcc,64,0,0
1,597780,0,0,PrediCache,16,8,tpcc,64,0,0
2,557671,0,0,PrediCache,16,8,tpcc,64,0,0
3,630078,0,0,PrediCache,16,8,tpcc,64,0,0
4,696039,0,0,PrediCache,16,8,tpcc,64,0,0
5,692065,0,0,PrediCache,16,8,tpcc,64,0,0
6,690298,0,0,PrediCache,16,8,tpcc,64,0,0
7,694925,0,0,PrediCache,16,8,tpcc,64,0,0
8,693510,0,0,PrediCache,16,8,tpcc,64,0,0
9,688359,0,0,PrediCache,16,8,tpcc,64,0,0
10,675716,0,0,PrediCache,16,8,tpcc,64,0,0
11,667359,0,0,PrediCache,16,8,tpcc,64,0,0
12,665728,0,0,PrediCache,16,8,tpcc,64,0,0
13,658403,0,0,PrediCache,16,8,tpcc,64,0,0
14,653278,0,0,PrediCache,16,8,tpcc,64,0,0
15,638463,0,0,PrediCache,16,8,tpcc,64,0,0
16,647532,0,0,PrediCache,16,8,tpcc,64,0,0
17,654694,0,0,PrediCache,16,8,tpcc,64,0,0
18,659886,0,0,PrediCache,16,8,tpcc,64,0,0
19,639760,0,0,PrediCache,16,8,tpcc,64,0,0
20,646789,0,0,PrediCache,16,8,tpcc,64,0,0
21,643431,0,0,PrediCache,16,8,tpcc,64,0,0
22,642729,0,0,PrediCache,16,8,tpcc,64,0,0
23,644555,0,0,PrediCache,16,8,tpcc,64,0,0
24,633967,0,0,PrediCache,16,8,tpcc,64,0,0
25,642642,0,0,PrediCache,16,8,tpcc,64,0,0
26,642699,0,0,PrediCache,16,8,tpcc,64,0,0
27,586555,0,0,PrediCache,16,8,tpcc,64,0,0
28,562834,0,0,PrediCache,16,8,tpcc,64,0,0
29,551521,0,0,PrediCache,16,8,tpcc,64,0,0
space: 10.7406 GB 
